GrpCode,MenuCode,GroupName,ChineseGroupName,Name,ChineseName,PNU,DefaultValue,Min,Max,UnitConv,Unit,Scale,Datatype,Enum,ChineseEnum,ModelCodeValue,ReadOnly,Help,LicenseKey,User,BitPosition,DefaultAccess,Decimal,LockedByMainSwitch,Visibility,VariableName,ChineseHelp,QuickParameters
"Nvv","N108","Control heatpump","热泵控制","Heat SH max.","制热过热度最大值","3065","9.0","2.0","40.0","","K","","Float","","","7","0","Max. value for the superheat reference in heat mode when using adaptive control","","1,2,3","","","10.0","0","Par_Operation_mode == 0 && Par_ShRef_Mode != 0","Par_Heat_ShMax","Max. value for the superheat reference in heat mode when using adaptive control",""
"Nvv","N109","Control heatpump","热泵控制","Heat SH min.","制热过热度最小值","3066","4.0","2.0","40.0","","K","","Float","","","7","0","Min. value for the superheat reference in heat mode when using adaptive control
Warning! Due to the risk of liquid flow the setting should not be lower than approx. 2-4 K. It is recommended to keep this value 2k above the SH closed value.","","1,2,3","","","10.0","0","Par_Operation_mode == 0 && Par_ShRef_Mode != 0","Par_Heat_ShMin","Min. value for the superheat reference in heat mode when using adaptive control
Warning! Due to the risk of liquid flow the setting should not be lower than approx. 2-4 K. It is recommended to keep this value 2k above the SH closed value.",""
"Nvv","N115","Control heatpump","热泵控制","Heat SH ref. delta temp. factor","制热过热度参考模式温差因数","3067","65.0","20.0","100.0","","%","","INT","","","7","0","Only relevant  for SH reference mode = Delta temp
Superheat reference is set as ratio of the average difference from S3 to Te.  ","","1,2,3","","","1.0","0","Par_Operation_mode == 0 && Par_ShRef_Mode == 3","Par_Heat_SH_Ref_Delta_Temp_Factor","Only relevant  for SH reference mode = Delta temp
Superheat reference is set as ratio of the average difference from S3 to Te.  ",""
"Nvv","N110","Control heatpump","热泵控制","Heat SH Tn","制热过热度积分时间常数","3068","90.0","20.0","900.0","","s","","INT","","","7","0","Integration time Tn for superheat control in heat mode
If the Tn value is increased the regulation becomes slower. Lowering  the value will create a faster superheat control.Too low value will create superheat fluctuation.","","1,2,3","","","1.0","0","Par_Operation_mode == 0","Par_Heat_ShCtrl_Tn","Integration time Tn for superheat control in heat mode
If the Tn value is increased the regulation becomes slower. Lowering  the value will create a faster superheat control.Too low value will create superheat fluctuation.",""
"Nvv","N111","Control heatpump","热泵控制","Heat SH Kp min.","制热过热度最小比例常数","3069","0.6","0.1","1.0","","","","Float","","","7","0","Damping of amplification near reference value in heat mode
This setting damps the normal amplification Kp, but only just around the reference value. A setting of 0.5 will reduce the KP value by half.
The value should only be changed by specially trained staff.","","1,2,3","","","10.0","0","Par_Operation_mode == 0","Par_Heat_ShCtrl_KpMin","Damping of amplification near reference value in heat mode
This setting damps the normal amplification Kp, but only just around the reference value. A setting of 0.5 will reduce the KP value by half.
The value should only be changed by specially trained staff.",""
"Nvv","N113","Control heatpump","热泵控制","Heat SH Kp","制热过热度比例常数","3070","1.5","0.1","20.0","","","","Float","","","7","0"," Amplification factor Kp for superheat control in heat mode
If the Kp value is reduced the regulation becomes slower. Increasing the Kp value will make faster regulation. Too high value will create superheat fluctuation.","","1,2,3","","","10.0","0","Par_Operation_mode == 0","Par_Heat_ShCtrl_Kp"," Amplification factor Kp for superheat control in heat mode
If the Kp value is reduced the regulation becomes slower. Increasing the Kp value will make faster regulation. Too high value will create superheat fluctuation.",""
"Nvv","N114","Control heatpump","热泵控制","Heat SH KpTe","制热过热度蒸发温度比例常数","3071","3.0","0.0","20.0","","","","Float","","","7","0","This setting determines the valve’s opening degree as a function of the change in evaporating pressure in heat mode. An increase of the evaporating pressure will result in a reduced opening degree. When there is a drop-out on the low-pressure thermostat during start-up the value must be raised a bit. If there is fluctuation during start-up the value must be reduced a little.
The value should only be changed by specially trained staff.","","1,2,3","","","10.0","0","Par_Operation_mode == 0","Par_Heat_ShCtrl_KpT0","This setting determines the valve’s opening degree as a function of the change in evaporating pressure in heat mode. An increase of the evaporating pressure will result in a reduced opening degree. When there is a drop-out on the low-pressure thermostat during start-up the value must be raised a bit. If there is fluctuation during start-up the value must be reduced a little.
The value should only be changed by specially trained staff.",""
"Nvv","N118","Control heatpump","热泵控制","Heat SH close setpoint","制热过热度阀门关闭设定点","3072","2.0","-5.0","20.0","","K","","Float","","","7","0","It is recommended to set the SH close setpoint valve 2k below the Min Superheat.
Warning! Due to the risk of liquid flow the setting should not be lower than approx. 2 K. ","","1,2,3","","","10.0","0","Par_Operation_mode == 0 && Par_SH_Close_Used == 1","Par_Heat_ShClose_SetPoint","It is recommended to set the SH close setpoint valve 2k below the Min Superheat.
Warning! Due to the risk of liquid flow the setting should not be lower than approx. 2 K. ",""
"Nvv","N124","Control heatpump","热泵控制","Heat limit Tn","制热极限积分时间常数","3073","45.0","20.0","900.0","","s","","INT","","","7","0","LOP, MOP, S4 min, high condensing temperature protect share the same gain factor (Kp).
Review the limit settings when adjusting the general SH control.","","1,2,3","","","1.0","0","Par_Operation_mode == 0","Par_Heat_LimitCtrl_Tn","LOP, MOP, S4 min, high condensing temperature protect share the same gain factor (Kp).
Review the limit settings when adjusting the general SH control.",""
"Nvv","N122","Control heatpump","热泵控制","Heat limit Kp","制热极限比例常数","3074","5.0","1.0","20.0","","","","Float","","","7","0","LOP, MOP, S4 min, high condensing temperature protect share the same integration time (Tn)
review the limit settings when adjusting the general SH control.","","1,2,3","","","10.0","0","Par_Operation_mode == 0","Par_Heat_LimitCtrl_Kp","LOP, MOP, S4 min, high condensing temperature protect share the same integration time (Tn)
review the limit settings when adjusting the general SH control.",""
"Dxx","D101","Defrost sequence","除霜顺序","Defrost start low pressure limit","启动除霜低压值","3075","1.0","0.1","20.0","","barg","","Float","","","7","0","Defrost start is used to empty the evaporator
The defrost seqvence start with closing the valve. The valve is kept closed until ""D101 defrost start low pressure limit is reached or ""D102 defrost start time"" is exceeded, then the defrost seqvence will continue.","","1,2,3","","","10.0","0","Par_Def_start_time != 0","Par_Def_low_press_start","Defrost start is used to empty the evaporator
The defrost seqvence start with closing the valve. The valve is kept closed until ""D101 defrost start low pressure limit is reached or ""D102 defrost start time"" is exceeded, then the defrost seqvence will continue.",""
"Dxx","D102","Defrost sequence","除霜顺序","Defrost start time","除霜启动时间","3076","0.0","0.0","600.0","","s","","INT","","","7","0","Defrost start is used to empty the evaporator
The defrost sequence start with closing the valve. The valve is kept closed until D101 defrost start low pressure limit is reached or ""D102 defrost start time"" is exceeded, then the defrost sequence will continue.""","","1,2,3","","","1.0","0","","Par_Def_start_time","Defrost start is used to empty the evaporator
The defrost sequence start with closing the valve. The valve is kept closed until D101 defrost start low pressure limit is reached or ""D102 defrost start time"" is exceeded, then the defrost sequence will continue.""",""
"Dxx","D100","Defrost sequence","除霜顺序","Defrost OD","除霜期间开度","3077","0.0","0.0","100.0","","%","","Float","","","7","0","After defrost start, the defrost is performed. Valve opening is set by D100 Defrost OD"" and this OD is kept until defrost stop signal"".","","1,2,3","","","10.0","0","","Par_Def_OD","After defrost start, the defrost is performed. Valve opening is set by D100 Defrost OD"" and this OD is kept until defrost stop signal"".",""
"Dxx","D104","Defrost sequence","除霜顺序","Defrost end closed time","除霜结束阀门关闭时间","3078","0.0","0.0","600.0","","s","","INT","","","7","0","After the defrost stop signal the is kept closed and kept closed during ""D104 Defrost end closed time"". Useful during 4 way valve change over","","1,2,3","","","1.0","0","","Par_Def_end_close_time","After the defrost stop signal the is kept closed and kept closed during ""D104 Defrost end closed time"". Useful during 4 way valve change over",""
"Dxx","D103","Defrost sequence","除霜顺序","Defrost end OD time","除霜结束开度持续时间","3079","0.0","0.0","600.0","","s","","INT","","","7","0","Before startup of SH contro,l D103 Defrost end OD time"" and ""D105 Defrost end OD""  can be used overcome the dynamic in the 4way valve  changeover and rapid signal change which make normal SH control unsafe"".","","1,2,3","","","1.0","0","","Par_Def_end_time","Before startup of SH contro,l D103 Defrost end OD time"" and ""D105 Defrost end OD""  can be used overcome the dynamic in the 4way valve  changeover and rapid signal change which make normal SH control unsafe"".",""
"Dxx","D105","Defrost sequence","除霜顺序","Defrost end OD","除霜结束开度","3080","50.0","0.0","100.0","","%","","Float","","","7","0","Before startup of sh control ""D103 Defrost end OD time"" and ""D105 Defrost end OD""  can be used overcome the dynamic in the 4way valve  change over and rapid signal change which make normal SH control unsafe","","1,2,3","","","10.0","0","Par_Def_end_time != 0","Par_Def_end_OD","Before startup of sh control ""D103 Defrost end OD time"" and ""D105 Defrost end OD""  can be used overcome the dynamic in the 4way valve  change over and rapid signal change which make normal SH control unsafe",""
"Axx","A100","Alarm config.","报警配置","Low Min S4 delay","低于最小S 4报警延迟时间","3081","60.0","0.0","1200.0","","s","","INT","","","7","0","Delay time for low min S4 alarm","","1,2,3","","","1.0","0","Par_Operation_mode == 0 && Par_MinS4_mode == 1","Par_Low_min_s4_time","Delay time for low min S4 alarm",""
"Axx","A101","Alarm config.","报警配置","Low Min S4 band","低于最小S 4报警偏差","3082","2.0","0.0","30.0","","K","","Float","","","7","0","S4 has be to be below ""Min S4 setpoint"" - ""Low min S4 band"" before an low min S4 alarm can be raised.","","1,2,3","","","10.0","0","Par_Operation_mode == 0 && Par_MinS4_mode == 1","Par_Low_min_s4_band","S4 has be to be below ""Min S4 setpoint"" - ""Low min S4 band"" before an low min S4 alarm can be raised.",""
"Axx","A001","Alarm config.","报警配置","Upper temperature alarm","上限温度报警","3083","5.0","0.0","40.0","","K","","Float","","","7","0","Alarm for upper deviation
The alarm for too high thermostat temperature is set here. The value is set in Kelvin. The alarm becomes active when the S3 temperature exceeds the actual reference plus A001. (The actual reference can be seen U028).","","1,2,3","","","10.0","0","Par_Operation_mode == 0 && Par_Thermostatic_mode != 0","Par_Upper_temp_alarm","Alarm for upper deviation
The alarm for too high thermostat temperature is set here. The value is set in Kelvin. The alarm becomes active when the S3 temperature exceeds the actual reference plus A001. (The actual reference can be seen U028).",""
"Axx","A002","Alarm config.","报警配置","Lower temperature alarm","下限温度报警","3084","3.0","0.0","40.0","","K","","Float","","","7","0","Alarm for lower deviation
The alarm for too low thermostat temperature is set here. The value is set in Kelvin. The alarm becomes active when the S3 temperature drops below the actual reference minus A002.(The actual reference can be seen U028).","","1,2,3","","","10.0","0","Par_Operation_mode == 0 && Par_Thermostatic_mode != 0","Par_Lower_temp_alarm","Alarm for lower deviation
The alarm for too low thermostat temperature is set here. The value is set in Kelvin. The alarm becomes active when the S3 temperature drops below the actual reference minus A002.(The actual reference can be seen U028).",""
"Axx","A003","Alarm config.","报警配置","Temperature alarm delay","温度报警延时","3085","30.0","0.0","90.0","","min","","INT","","","7","0","Alarm delay
If one of the two limit values is exceeded, a timer function will commence. The alarm will not become active until the set time delay has been passed. The time delay is set in minutes.","","1,2,3","","","1.0","0","Par_Operation_mode == 0 && Par_Thermostatic_mode != 0","Par_Temp_alarm_delay","Alarm delay
If one of the two limit values is exceeded, a timer function will commence. The alarm will not become active until the set time delay has been passed. The time delay is set in minutes.",""
"Axx","A034","Alarm config.","报警配置","Battery alarm","电池警报","3086","0.0","0.0","1.0","","","","Enum","0:Off,1:On","0:关,1:在","7","0","If the backup battery voltage is too high or too low, crtical an alarm will be raised.
0 = Off: no alarm on battery voltage
1 = On: Battery voltage is monitored","","1,2,3","","","1.0","0","","Par_Use_Battery_Backup","If the backup battery voltage is too high or too low, crtical an alarm will be raised.
0 = Off: no alarm on battery voltage
1 = On: Battery voltage is monitored",""
"Axx","A103","Alarm config.","报警配置","MOP alarm delay","MOP 报警延时","3087","60.0","0.0","1200.0","","s","","INT","","","7","0","Alarm delay on Maximum operating pressure (MOP)","","1,2,3","","","1.0","0","Par_Operation_mode == 0 && Par_MOP_mode == 1","Par_High_MOP_time","Alarm delay on Maximum operating pressure (MOP)",""
"Axx","A104","Alarm config.","报警配置","MOP alarm differential","MOP 报警回差","3088","5.0","0.0","40.0","","K","","Float","","","7","0","Te has to be above MOP setpoint"" + ""MOP alarm differential"" before an high pressure (MOP) alarm can be raised.""","","1,2,3","","","10.0","0","Par_Operation_mode == 0 && Par_MOP_mode == 1","Par_High_MOP_band","Te has to be above MOP setpoint"" + ""MOP alarm differential"" before an high pressure (MOP) alarm can be raised.""",""
"Axx","A105","Alarm config.","报警配置","LOP alarm delay","Lop 报警延时","3089","60.0","0.0","1200.0","","s","","INT","","","7","0","Alarm delay on Low operating pressure (LOP)","","1,2,3","","","1.0","0","Par_Operation_mode == 0 && Par_LOP_mode == 1","Par_Low_LOP_time","Alarm delay on Low operating pressure (LOP)",""
"Axx","A106","Alarm config.","报警配置","LOP alarm differential","Lop 报警回差","3090","5.0","0.0","40.0","","K","","Float","","","7","0","Te has be to be below ""LOP setpoint"" - ""LOP alarm differential"" before an low  pressure (LOP) alarm can be raised.","","1,2,3","","","10.0","0","Par_Operation_mode == 0 && Par_LOP_mode == 1","Par_Low_LOP_band","Te has be to be below ""LOP setpoint"" - ""LOP alarm differential"" before an low  pressure (LOP) alarm can be raised.",""
"Axx","A107","Alarm config.","报警配置","Cond.temp alarm delay","冷凝温度报警延时","3091","120.0","0.0","1200.0","","s","","INT","","","7","0","alarm delay on condensing temperature ","","1,2,3","","","1.0","0","Par_Operation_mode == 0 && Par_HiCondTempPrte_mode == 1","Par_Cond_temp_time","alarm delay on condensing temperature ",""
"Axx","A113","Alarm config.","报警配置","Cond. temp.alarm differential","冷凝温度报警回差","3092","5.0","0.0","40.0","","K","","Float","","","7","0","Tc has to be above High cond. temp. protection setpoint + Cond. temp.alarm differential before an High condensing temperature alarm can be raised","","1,2,3","","","10.0","0","Par_Operation_mode == 0 && Par_HiCondTempPrte_mode == 1","Par_Cond_temp_band","Tc has to be above High cond. temp. protection setpoint + Cond. temp.alarm differential before an High condensing temperature alarm can be raised",""
"Axx","A108","Alarm config.","报警配置","High SH alarm delay","过热度高位报警延时","3093","600.0","0.0","1800.0","","s","","INT","","","7","0","Alarm delay on high superheat","","1,2,3","","","1.0","0","Par_Operation_mode == 0","Par_High_SH_time","Alarm delay on high superheat",""
"Axx","A109","Alarm config.","报警配置","High SH alarm differential","过热度高位报警回差","3094","5.0","0.0","40.0","","K","","Float","","","7","0","Superheat has to be above actual sh reference + High SH alarm differential before an low SH alarm can be raised ","","1,2,3","","","10.0","0","Par_Operation_mode == 0","Par_High_SH_band","Superheat has to be above actual sh reference + High SH alarm differential before an low SH alarm can be raised ",""
"Axx","A110","Alarm config.","报警配置","Low SH alarm delay","过热度低位报警延时","3095","60.0","0.0","1200.0","","s","","INT","","","7","0","Alarm delay on low superheat","","1,2,3","","","1.0","0","Par_Operation_mode == 0","Par_Low_SH_time","Alarm delay on low superheat",""
"Axx","A102","Alarm config.","报警配置","Low SH alarm differential","过热度低位报警回差","3096","3.0","0.0","40.0","","K","","Float","","","7","0","Superheat has to be below actual sh reference - low SH alarm differential before an low SH alarm can be raised ","","1,2,3","","","10.0","0","Par_Operation_mode == 0","Par_Low_SH_band","Superheat has to be below actual sh reference - low SH alarm differential before an low SH alarm can be raised ",""
"Axx","A112","Alarm config.","报警配置","Lack of capacity alarm delay","能力不足报警延时","3097","0.0","0.0","120.0","","min","","INT","","","7","0","Alarm delay on lack of capacity 
Valve opening degree is monitored  to observe if the valve capacity can control Sh to desired level. If OD is close to 100 %, Lack of capacity alarm raised.","","1,2,3","","","1.0","0","Par_Operation_mode == 0","Par_Lack_of_capacity_window","Alarm delay on lack of capacity 
Valve opening degree is monitored  to observe if the valve capacity can control Sh to desired level. If OD is close to 100 %, Lack of capacity alarm raised.",""
"I00","I020","IO configuration","输入输出配置","AI1 configuration 1B/C","AI1定义","3098","0.0","0.0","2.0","","","","Enum","0:Not Used,1:S3,2:S4","0:未使用,1:S3,2:S4","7","0","select the Analog input","","1,2,3","","","1.0","1","Par_Operation_mode == 0 && Par_EKE_1V_Variant != 0","Par_Mapping_AI1_BC","select the Analog input","QuickScreen3Parameter_7"
"I00","I021","IO configuration","输入输出配置","AI4 configuration 1C","AI4定义","3099","0.0","0.0","2.0","","","","Enum","0:Not Used,1:ExtRef,2:pc","0:未使用,1:extref,2:PC","4","0","select the Analog input","","1,2,3","","","1.0","1","Par_EKE_1V_Variant == 2","Par_Mapping_AI4_C","select the Analog input",""
"I00","I080","IO configuration","输入输出配置","AI4 configuration 1A/B","AI4定义","3260","0.0","0.0","1.0","","","","Enum","0:Not Used,1:ExtRef","0:Not Used,1:ExtRef","3","0","select the Analog input","","1,2,3","","","1.0","1","Par_EKE_1V_Variant != 2","Par_Mapping_AI4_AB","select the Analog input",""
"I00","I022","IO configuration","输入输出配置","AI5 configuration 1C","AI5定义","3100","0.0","0.0","2.0","","","","Enum","0:Not Used,1:S3,2:S4","0:未使用,1:S3,2:S4","7","0","select the Analog input","","1,2,3","","","1.0","1","Par_Operation_mode == 0 && Par_EKE_1V_Variant == 2","Par_Mapping_AI5_C","select the Analog input","QuickScreen3Parameter_8"
"I00","O002","IO configuration","输入输出配置","DI1 configuration","DI1定义","3101","1.0","0.0","1.0","","","","Enum","0:Not Used,1:Main Switch","0:未使用,1:主开关","7","0","DI1 is reserved main switch function
0 = Not used: no digital switch for main switch
1= main switch: dry contact for main switch connected to DI1","","1,2,3","","","1.0","1","","Par_Mapping_DI1","DI1 is reserved main switch function
0 = Not used: no digital switch for main switch
1= main switch: dry contact for main switch connected to DI1",""
"I00","O022","IO configuration","输入输出配置","DI2 configuration","DI2 定义","3102","0.0","0.0","3.0","","","","Enum","0:Not Used,1:Defrost Start,2:Preset OD,3:Heat/Cool","0:未使用,1:开始除霜,2:预设定 OD ,3:热/炫酷","7","0","DI2 can have multiple functions
0 = Not Used: nothing connected
1 = Defrost Start: dry contact for defrost start signal
2 = Preset OD: dry contact for preset of OD
3 = Heat/Cool: dry contact for set of heat/cool mode","","1,2,3","","","1.0","1","","Par_Mapping_DI2","DI2 can have multiple functions
0 = Not Used: nothing connected
1 = Defrost Start: dry contact for defrost start signal
2 = Preset OD: dry contact for preset of OD
3 = Heat/Cool: dry contact for set of heat/cool mode",""
"I00","O037","IO configuration","输入输出配置","DI3 configuration","DI3定义","3103","0.0","0.0","3.0","","","","Enum","0:Not Used,1:Defrost Start,2:Preset OD,3:Heat/Cool","0:未使用,1:开始除霜,2:预设定 OD ,3:热/炫酷","1","0","Select the DI type","","1,2,3","","","1.0","1","Par_EKE_1V_Variant == 0","Par_Mapping_DI3_A","Select the DI type",""
"I00","O013","IO configuration","输入输出配置","DO1 configuration","DO1定义","3104","0.0","0.0","2.0","","","","Enum","0:Alarm,1:LLSV,2:Max cap","0:Alarm,1:LLSV,2:Max cap","7","0","DO1 can multiple functions (Software configurable)
0 = Alarm: Alarm relay in case of alarm, contact is made on  C and NC terminals.
1= LLSV: Liquid line solenoid valve. If flow is need and contact is made on C and NO terminals","","1,2,3","","","1.0","1","","Par_Mapping_DO1","DO1 can multiple functions (Software configurable)
0 = Alarm: Alarm relay in case of alarm, contact is made on  C and NC terminals.
1= LLSV: Liquid line solenoid valve. If flow is need and contact is made on C and NO terminals","QuickScreen4Parameter_4"
"I20","I040","Sensor config.","传感器 配置","S2 sensor configuration 1C","S2 传感器定义","3105","0.0","0.0","6.0","","","","Enum","0:Not defined,1:EKS 221,2:ACCPBT NTC10K,3:MBT 153 10K,4:112CP,5:Bus Shared,6:AKS","0:Not defined,1:EKS 221,2:ACCPBT NTC10K,3:MBT 153 10K,4:112CP,5:Bus Shared,6:AKS","7","0","Select the type of temperature sensor ","","1,2,3","","","1.0","1","Par_Operation_mode == 0 && Par_EKE_1V_Variant == 2","Par_s2_sensor_setup_C","Select the type of temperature sensor ","QuickScreen3Parameter_0"
"I20","I081","Sensor config.","传感器 配置","S2 sensor configuration 1B","S2 传感器定义","3266","0.0","0.0","5.0","","","","Enum","0:Not defined,1:EKS 221,2:ACCPBT NTC10K,3:MBT 153 10K,4:112CP,5:Bus Shared","0:Not defined,1:EKS 221,2:ACCPBT NTC10K,3:MBT 153 10K,4:112CP,5:Bus Shared","7","0","Select the type of temperature sensor ","","1,2,3","","","1.0","1","Par_Operation_mode == 0 && Par_EKE_1V_Variant == 1","Par_s2_sensor_setup_B","Select the type of temperature sensor ","QuickScreen3Parameter_1"
"I20","I082","Sensor config.","传感器 配置","S2 sensor configuration 1A","S2 传感器定义","3268","0.0","0.0","4.0","","","","Enum","0:Not defined,1:EKS 221,2:ACCPBT NTC10K,3:MBT 153 10K,4:112CP","0:Not defined,1:EKS 221,2:ACCPBT NTC10K,3:MBT 153 10K,4:112CP","7","0","Select the type of temperature sensor ","","1,2,3","","","1.0","1","Par_Operation_mode == 0 && Par_EKE_1V_Variant == 0","Par_s2_sensor_setup_A","Select the type of temperature sensor ","QuickScreen3Parameter_2"
"I20","I041","Sensor config.","传感器 配置","S3 sensor configuration 1C","S3 传感器 定义","3106","0.0","0.0","6.0","","","","Enum","0:Not defined,1:EKS 221,2:ACCPBT NTC10K,3:MBT 153 10K,4:112CP,5:Bus Shared,6:AKS","0:Not defined,1:EKS 221,2:ACCPBT NTC10K,3:MBT 153 10K,4:112CP,5:Bus Shared,6:AKS","7","0","Select the type of temperature sensor ","","1,2,3","","","1.0","1","Par_Operation_mode == 0 && Par_EKE_1V_Variant == 2","Par_s3_sensor_setup_C","Select the type of temperature sensor ","QuickScreen3Parameter_3"
"I20","I083","Sensor config.","传感器 配置","S3 sensor configuration 1B","S3 传感器 定义","3264","0.0","0.0","5.0","","","","Enum","0:Not defined,1:EKS 221,2:ACCPBT NTC10K,3:MBT 153 10K,4:112CP,5:Bus Shared","0:Not defined,1:EKS 221,2:ACCPBT NTC10K,3:MBT 153 10K,4:112CP,5:Bus Shared","7","0","Select the type of temperature sensor ","","1,2,3","","","1.0","1","Par_Operation_mode == 0 && Par_EKE_1V_Variant == 1","Par_s3_sensor_setup_B","Select the type of temperature sensor ","QuickScreen3Parameter_4"
"I20","I042","Sensor config.","传感器 配置","S4 sensor configuration 1C","S4 传感器 定义","3107","0.0","0.0","6.0","","","","Enum","0:Not defined,1:EKS 221,2:ACCPBT NTC10K,3:MBT 153 10K,4:112CP,5:Bus Shared,6:AKS","0:Not defined,1:EKS 221,2:ACCPBT NTC10K,3:MBT 153 10K,4:112CP,5:Bus Shared,6:AKS","7","0","Select the type of temperature sensor ","","1,2,3","","","1.0","1","Par_Operation_mode == 0 && Par_EKE_1V_Variant == 2","Par_s4_sensor_setup_C","Select the type of temperature sensor ","QuickScreen3Parameter_5"
"I20","I084","Sensor config.","传感器 配置","S4 sensor configuration 1B","S4 传感器 定义","3262","0.0","0.0","5.0","","","","Enum","0:Not defined,1:EKS 221,2:ACCPBT NTC10K,3:MBT 153 10K,4:112CP,5:Bus Shared","0:Not defined,1:EKS 221,2:ACCPBT NTC10K,3:MBT 153 10K,4:112CP,5:Bus Shared","7","0","Select the type of temperature sensor ","","1,2,3","","","1.0","1","Par_Operation_mode == 0 && Par_EKE_1V_Variant == 1","Par_s4_sensor_setup_B","Select the type of temperature sensor ","QuickScreen3Parameter_6"
"I20","I043","Sensor config.","传感器 配置","Pe transmitter configuration 1C","Pe 传感器 定义","3108","0.0","0.0","14.0","","","","Enum","0:Not defined,1:AKS 32R,2:ACCPBP Ratio,3:112CP,4:OEM Ratio,5:NSK,6:AKS 32 1-5V,7:OEM Voltage,8:Bus shared,9:AKS 32 1-6V,10:AKS 32 0-10V,11:AKS 33,12:XSK,13:ACCPBP Current,14:OEM Current","0:Not defined,1:AKS 32R,2:ACCPBP Ratio,3:112CP,4:OEM Ratio,5:NSK,6:AKS 32 1-5V,7:OEM Voltage,8:Bus shared,9:AKS 32 1-6V,10:AKS 32 0-10V,11:AKS 33,12:XSK,13:ACCPBP Current,14:OEM Current","7","0","Select the type of pressure transmitter ","","1,2,3","","","1.0","1","Par_Operation_mode == 0 && Par_EKE_1V_Variant == 2","Par_p0_transmitter_setup_C","Select the type of pressure transmitter ","QuickScreen3Parameter_9"
"I20","I085","Sensor config.","传感器 配置","Pe transmitter configuration 1B","Pe 传感器 定义","3270","0.0","0.0","8.0","","","","Enum","0:Not defined,1:AKS 32R,2:ACCPBP Ratio,3:112CP,4:OEM Ratio,5:NSK,6:AKS 32 1-5V,7:OEM Voltage,8:Bus shared","0:Not defined,1:AKS 32R,2:ACCPBP Ratio,3:112CP,4:OEM Ratio,5:NSK,6:AKS 32 1-5V,7:OEM Voltage,8:Bus shared","7","0","Select the type of pressure transmitter ","","1,2,3","","","1.0","1","Par_Operation_mode == 0 && Par_EKE_1V_Variant == 1","Par_p0_transmitter_setup_B","Select the type of pressure transmitter ","QuickScreen3Parameter_10"
"I20","I086","Sensor config.","传感器 配置","Pe transmitter configuration 1A","Pe 传感器 定义","3272","0.0","0.0","7.0","","","","Enum","0:Not defined,1:AKS 32R,2:ACCPBP Ratio,3:112CP,4:OEM Ratio,5:NSK,6:AKS 32 1-5V,7:OEM Voltage","0:Not defined,1:AKS 32R,2:ACCPBP Ratio,3:112CP,4:OEM Ratio,5:NSK,6:AKS 32 1-5V,7:OEM Voltage","7","0","Select the type of pressure transmitter ","","1,2,3","","","1.0","1","Par_Operation_mode == 0 && Par_EKE_1V_Variant == 0","Par_p0_transmitter_setup_A","Select the type of pressure transmitter ","QuickScreen3Parameter_11"
"I20","I045","Sensor config.","传感器 配置","Pe ratio. low","最小蒸发压力比率","3109","10.0","3.0","97.0","","%","","INT","","","7","0","only relevant for OEM ratio pressure tranmitter"". Define the ratio at minimum pressure""","","1,2,3","","","1.0","0","Par_Operation_mode == 0 && Par_p0_transmitter_setup == 4","Par_p0_ratio_low","only relevant for OEM ratio pressure tranmitter"". Define the ratio at minimum pressure""","QuickScreen3Parameter_13"
"I20","I046","Sensor config.","传感器 配置","Pe ratio high","最大蒸发压力比率","3110","90.0","3.0","97.0","","%","","INT","","","7","0","only relevant for OEM ratio pressure transmitter"". Define the ratio at maximum pressure""","","1,2,3","","","1.0","0","Par_Operation_mode == 0 && Par_p0_transmitter_setup == 4","Par_p0_ratio_high","only relevant for OEM ratio pressure transmitter"". Define the ratio at maximum pressure""","QuickScreen3Parameter_12"
"I20","I047","Sensor config.","传感器 配置","Pe voltage low 1C","蒸发压力传感器最小电压值","3111","0.0","0.0","10.0","","V","","Float","","","7","0","Define pressure transmitter voltage low","","1,2,3","","","10.0","0","Par_Operation_mode == 0 && Par_p0_transmitter_setup == 7 && Par_EKE_1V_Variant == 2","Par_p0_voltage_low_C","Define pressure transmitter voltage low","QuickScreen3Parameter_16"
"I20","I087","Sensor config.","传感器 配置","Pe voltage low 1A/B","蒸发压力传感器最小电压值","3276","0.0","0.0","5.0","","V","","Float","","","7","0","Define pressure transmitter voltage low","","1,2,3","","","10.0","0","Par_Operation_mode == 0 && Par_p0_transmitter_setup == 7 && Par_EKE_1V_Variant != 2","Par_p0_voltage_low_AB","Define pressure transmitter voltage low","QuickScreen3Parameter_17"
"I20","I048","Sensor config.","传感器 配置","Pe voltage high 1C","蒸发压力传感器最大电压值","3112","10.0","0.0","10.0","","V","","Float","","","7","0","Define pressure transmitter voltage high","","1,2,3","","","10.0","0","Par_Operation_mode == 0 && Par_p0_transmitter_setup == 7 && Par_EKE_1V_Variant == 2","Par_p0_voltage_high_C","Define pressure transmitter voltage high","QuickScreen3Parameter_14"
"I20","I088","Sensor config.","传感器 配置","Pe voltage high 1A/B","蒸发压力传感器最大电压值","3274","5.0","0.0","5.0","","V","","Float","","","7","0","Define pressure transmitter voltage high","","1,2,3","","","10.0","0","Par_Operation_mode == 0 && Par_p0_transmitter_setup == 7 && Par_EKE_1V_Variant != 2","Par_p0_voltage_high_AB","Define pressure transmitter voltage high","QuickScreen3Parameter_15"
